IATA,id,name,city,country,ICAO,latitude,longitude,altitude,timezone,dst,tz,type,source,CRIMINAL ACTORS (AVERAGE),MAFIA-STYLE GROUPS,CRIMINAL NETWORKS,STATE-EMBEDDED ACTORS,FOREIGN ACTORS,CRIMINAL MARKETS (AVERAGE),HUMAN TRAFFICKING,HUMAN SMUGGLING,ARMS TRAFFICKING,FLORA CRIMES,FAUNA CRIMES,"NON-RENEWABLE
NON-RENEWABLE RESOURCE CRIMES",HEROIN TRADE,COCAINE TRADE,CANNABIS TRADE,SYNTHETIC DRUG TRADE,RESILIENCE (AVERAGE),POLITICAL LEADERSHIP AND GOVERNANCE,GOVERNMENT TRANSPARENCY AND ACCOUNTABILITY,INTERNATIONAL COOPERATION,NATIONAL POLICIES AND LAWS,JUDICIAL SYSTEM AND DETENTION,LAW ENFORCEMENT,TERRITORIAL INTEGRITY,ANTI-MONEY LAUNDERING SYSTEMS,ECONOMIC REGULATORY CAPACITY,VICTIM AND WITNESS SUPPORT,PREVENTION,NON-STATE ACTORS,population,in_cites_2021,in_cites_2016,in_cites_2017,in_cites_2018,in_cites_2019,in_cites_2020,degree_full,between_full,close_full,eigen_full,pr_full,degree_in_full,degree_out_full,origin_count,transit_count,destination_count,seizure_count,incident_counts,binary_incident_observed,binary_origin_observed,binary_destination_observed,binary_transit_observed
HMO,1807,General Ignacio P. Garcia International Airport,Hermosillo,mexico,MMHO,29.095899581900003,-111.0479965,627,-7,S,America/Hermosillo,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,812229,1,1,1,0,0,0,0.006728778,0.000553734,0.096990763,0.003835366,0.000600425,0.005175983,0.001552795,1,0,0,0,1,1,1,0,0
HUX,1786,Bahías de Huatulco International Airport,Huatulco,mexico,MMBT,15.7753,-96.262604,464,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,50000,1,1,1,0,0,0,0.001035197,0,0.084424501,0.000678792,0.000256908,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
LAP,1816,Manuel Márquez de León International Airport,La Paz,mexico,MMLP,24.0727005,-110.3619995,69,-7,S,America/Mazatlan,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,766468,1,1,1,0,0,0,0.003623188,3.8451949652338216e-07,0.086125677,0.001455472,0.000400176,0.002587992,0.001035197,1,0,0,0,1,1,1,0,0
MID,1819,Licenciado Manuel Crescencio Rejon Int Airport,Merida,mexico,MMMD,20.93700027,-89.65769959,38,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,892363,1,1,1,0,0,0,0.00621118,0.002514242,0.092609616,0.002877746,0.000335484,0.002587992,0.003623188,6,1,1,6,10,1,1,1,1
MTT,1822,Minatitlán/Coatzacoalcos National Airport,Minatitlan,mexico,MMMT,18.10339928,-94.58070374,36,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,356020,1,1,1,0,0,0,0.000517598,0,0.084496849,0.000678792,0.000256908,0.000517598,0,0,0,0,0,0,0,0,0,0
MZT,1826,General Rafael Buelna International Airport,Mazatlan,mexico,MMMZ,23.16139984,-106.2659988,38,-7,S,America/Mazatlan,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,502547,1,1,1,0,0,0,0.005175983,0.000631423,0.096397547,0.003895949,0.000540687,0.003623188,0.001552795,3,0,0,1,3,1,1,0,0
OAX,1829,Xoxocotlán International Airport,Oaxaca,mexico,MMOX,16.99990082,-96.72660065,4989,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,4132148,1,1,1,0,0,0,0.002587992,2.395837659357811e-06,0.087805008,0.001792167,0.000355009,0.002070393,0.000517598,0,0,1,1,1,1,0,1,0
PVR,1836,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,mexico,MMPR,20.680099487304688,-105.2539978,23,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,221200,1,1,1,0,0,0,0.010351966873706004,0.000295066,0.10255225027932208,0.008530946,0.00041864,0.006728778,0.003623188,0,0,0,0,0,0,0,0,0
REX,1839,General Lucio Blanco International Airport,Reynosa,mexico,MMRX,26.0089,-98.2285,139,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,612183,1,1,1,0,0,0,0.00310559,0.000506488,0.092203285,0.002165878,0.001166628,0.002070393,0.001035197,0,0,1,0,1,1,0,1,0
SJO,1885,Juan Santamaria International Airport,San Jose,costa rica,MROC,9.993860244750977,-84.20880127,3021,-6,U,America/Costa_Rica,airport,OurAirports,5.13,6.5,6,1.5,6.5,4.85,5,5,5,5,6,6.5,1,7,4.5,3.5,5.5,7,6.5,6,6.5,5,5,5,4,4.5,5,5,6.5,342188,1,0,0,0,0,0,0.019151138716356108,0.00344839,0.10030866485157239,0.008524354,0.000796733,0.007246377,0.011904761904761906,0,0,0,0,0,0,0,0,0
TAM,1848,General Francisco Javier Mina International Airport,Tampico,mexico,MMTM,22.29640007,-97.86589813,80,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,314418,1,1,1,0,0,0,0.002587992,0,0.087530713,0.001632736,0.000306361,0.001552795,0.001035197,0,0,0,0,0,0,0,0,0
TGZ,1846,Angel Albino Corzo International Airport,Tuxtla Gutierrez,mexico,MMTG,16.56360054,-93.02249908,1499,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,604147,1,1,1,0,0,0,0.002587992,0,0.087964893,0.002112369,0.000371592,0.002587992,0,0,0,0,0,0,0,0,0,0
TRC,1845,Francisco Sarabia International Airport,Torreon,mexico,MMTC,25.56830025,-103.4110031,3688,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,735340,1,1,1,0,0,0,0.00310559,0,0.092304533,0.002733033,0.000337075,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
VER,1854,General Heriberto Jara International Airport,Vera Cruz,mexico,MMVR,19.14590073,-96.18730164,90,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,552156,1,1,1,0,0,0,0.004658385,0.001008643,0.088173421,0.002302675,0.000999021,0.003623188,0.001035197,0,0,0,0,0,0,0,0,0
VSA,1853,Carlos Rovirosa Pérez International Airport,Villahermosa,mexico,MMVA,17.996999740600586,-92.81739807,46,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,640359,1,1,1,0,0,0,0.003623188,0,0.088111804,0.002212474,0.000783986,0.00310559,0.000517598,0,0,0,0,0,0,0,0,0
ZCL,1855,General Leobardo C. Ruiz International Airport,Zacatecas,mexico,MMZC,22.89710045,-102.6869965,7141,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,1622138,1,1,1,0,0,0,0.002070393,0,0.095686367,0.003239787,0.000312292,0.002070393,0,0,0,0,0,0,0,0,0,0
ZIH,1856,Ixtapa Zihuatanejo International Airport,Zihuatanejo,mexico,MMZH,17.60160065,-101.4609985,26,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,67408,1,1,1,0,0,0,0.001035197,0,0.0938401,0.002164885,0.000260543,0.001035197,0,0,0,0,0,0,0,0,0,0
ZLO,1858,Playa De Oro International Airport,Manzanillo,mexico,MMZO,19.14480019,-104.5589981,30,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,159853,1,1,1,0,0,0,0.001552795,0,0.095074838,0.002324315,0.000309191,0.001552795,0,0,0,0,0,0,0,0,0,0
DEL,3093,Indira Gandhi International Airport,Delhi,india,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports,4.75,3.5,6,6,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.25,4,5.5,7.5,4.5,5,5.5,6.5,6,5,3.5,5,5,18983000,1,1,1,1,1,0,0.049689441,0.006150882,0.11680221557983002,0.024805655519336015,0.000718799,0.013457556935817806,0.036231884057971016,2,2,2,11,14,1,1,1,1
ISB,13760,New Islamabad International Airport,Islamabad,pakistan,OPIS,33.560713,72.851613,1646,5,U,,airport,OurAirports,6.25,6,7.5,7,4.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4,3.5,3.5,5,5,3,4,4,4,4,3.5,4,4.5,1014825,1,1,1,1,0,1,0.014492753623188408,0.000107346,0.10429114286056781,0.00729983,0.00030063,0.003623188,0.010869565217391306,1,0,0,1,1,1,1,0,0
AYT,1688,Antalya International Airport,Antalya,turkey,LTAI,36.898701,30.800501,177,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,2426356,1,1,1,1,1,1,0.028985507246376815,0.000417019,0.099792633,0.011596247910500174,0.000466308,0.010351966873706004,0.018633540372670808,0,0,0,0,0,0,0,0,0
BSL,1423,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,france,LFSB,47.59,7.5291667,885,1,E,Europe/Paris,airport,OurAirports,5.63,6,6.5,3,7,5.7,6,6.5,6,4,5.5,4.5,6,6.5,6.5,5.5,6.83,6,7,8.5,7.5,6.5,7,5,8,8,5,6.5,7,111860,1,1,1,1,1,0,0.031055900621118016,0.000168422,0.10276119944452036,0.017973038625318603,0.000413633,0.010869565217391306,0.020186335403726708,0,0,0,0,0,0,0,0,0
HRG,1130,Hurghada International Airport,Hurghada,egypt,HEGN,27.178300857543945,33.799400329589844,52,2,U,Africa/Cairo,airport,OurAirports,5.38,3,5.5,8,5,4.95,5.5,5.5,7,1,5,4,5.5,2,7,7,4.04,3.5,3,4.5,4.5,3.5,5,6,6,4.5,3,2.5,2.5,160901,1,0,0,0,0,0,0.012422360248447206,1.653173942083985e-05,0.099674302,0.007822459,0.000361091,0.007763975,0.004658385,0,0,0,0,0,0,0,0,0
PRN,1742,Priština International Airport,Pristina,serbia,BKPR,42.5728,21.035801,1789,1,E,Europe/Belgrade,airport,OurAirports,6.88,6,7,8,6.5,5.55,5,6.5,7.5,4,4,4,7,5.5,6,6,4.92,4.5,4,6,5,5,5,6,5.5,5,4,5.5,3.5,145149,1,0,1,1,1,0,0.008281573,3.045392704634301e-06,0.092406003,0.004982199,0.000281535,0.004140787,0.004140787,0,0,0,0,0,0,0,0,0
SKP,1737,Skopje Alexander the Great Airport,Skopje,macedonia,LWSK,41.961601,21.621401,781,1,E,Europe/Skopje,airport,OurAirports,5.63,4,6.5,6,6,5,5.5,6.5,4.5,4,3.5,3,6.5,5,6,5.5,5.21,5,4.5,6,5,5,5,6,5.5,4.5,5,5,6,531444,1,0,0,0,0,0,0.010351966873706004,3.991841844476763e-05,0.085541378,0.00268277,0.000294784,0.003623188,0.006728778,0,0,0,0,0,0,0,0,0
AGP,1230,Málaga Airport,Malaga,spain,LEMG,36.67490005493164,-4.499110222,53,1,E,Europe/Madrid,airport,OurAirports,6.25,6,6.5,5,7.5,5.3,7,7,4,3.5,5,2,6.5,7,7,4,6.63,6,6,8,8,7,8,5.5,6.5,6,6.5,5,7,567433,1,1,1,1,1,0,0.061076605,0.001834326,0.11478196788204505,0.051562762265093695,0.00066933,0.019151138716356108,0.041925466,0,0,0,0,0,0,0,0,0
STR,350,Stuttgart Airport,Stuttgart,germany,EDDS,48.68989944,9.221960068,1276,1,E,Europe/Berlin,airport,OurAirports,5,5,6.5,2,6.5,4.8,5.5,7,6,1.5,3.5,2.5,4.5,6.5,5,6,7.67,7,7.5,8,8,7.5,7.5,9,6.5,7,8,8,8,613392,1,1,1,1,1,0,0.037784679,0.000487582,0.10131618458692365,0.018240307970636797,0.000449859,0.011387163561076606,0.026397515527950312,1,0,0,2,2,1,1,0,0
ALG,210,Houari Boumediene Airport,Algier,algeria,DAAG,36.69100189208984,3.215409994125366,82,1,N,Africa/Algiers,airport,OurAirports,4.38,1,5,7,4.5,4.65,4.5,6.5,5,2,4.5,6.5,2,3.5,6.5,5.5,4.63,4.5,4,5,6,4,6,6.5,4.5,4.5,3,4,3.5,2988145,1,0,0,0,0,0,0.022256729,0.000788898,0.1089313103398933,0.013724436975742157,0.000392286,0.008799172,0.013457556935817806,0,0,1,0,1,1,0,1,0
AOI,4309,Ancona Falconara Airport,Ancona,italy,LIPY,43.616299,13.3623,49,1,E,Europe/Rome,airport,OurAirports,6.38,9,3,6.5,7,5.25,7,6.5,5.5,2.5,3.5,5.5,4.5,7.5,5,5,6.29,6.5,5,8.5,8,5,7.5,6.5,5.5,5,5.5,5.5,7,101300,1,1,1,1,1,0,0.004658385,1.0133827901550608e-06,0.086302527,0.00144767,0.000251868,0.001035197,0.003623188,0,0,0,0,0,0,0,0,0
ATH,3941,Eleftherios Venizelos International Airport,Athens,greece,LGAV,37.93640137,23.94449997,308,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,664046,1,1,1,1,1,0,0.053312629,0.003757633,0.10860292137676701,0.017353077100807475,0.000370395,0.012422360248447206,0.040890269,1,0,0,0,1,1,1,0,0
HAJ,352,Hannover Airport,Hannover,germany,EDDV,52.46110153,9.685079575,183,1,E,Europe/Berlin,airport,OurAirports,5,5,6.5,2,6.5,4.8,5.5,7,6,1.5,3.5,2.5,4.5,6.5,5,6,7.67,7,7.5,8,8,7.5,7.5,9,6.5,7,8,8,8,525875,1,1,1,1,1,0,0.023809524,6.537624065539354e-05,0.097028081,0.016380055526553368,0.000357011,0.007763975,0.016045548654244308,0,0,0,2,2,1,0,0,0
BEG,1739,Belgrade Nikola Tesla Airport,Belgrade,serbia,LYBE,44.81840134,20.3090992,335,1,E,Europe/Belgrade,airport,OurAirports,6.88,6,7,8,6.5,5.55,5,6.5,7.5,4,4,4,7,5.5,6,6,4.92,4.5,4,6,5,5,5,6,5.5,5,4,5.5,3.5,1166763,1,0,1,1,1,0,0.025879917184265012,0.000819333,0.09963492,0.010956173289988018,0.000584946,0.00931677,0.016563146997929608,0,0,0,0,0,0,0,0,0
BGO,636,Bergen Airport Flesland,Bergen,norway,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports,3.63,4.5,4,2,4,4,5,3.5,3.5,2.5,4,3.5,5,4.5,4,4.5,7.92,8,8.5,9,8.5,8,8.5,8,7,7.5,7.5,7,7.5,268900,1,1,0,1,0,0,0.023291925,0.001171279,0.10595629556170294,0.039535658647474235,0.000523528,0.008799172,0.014492753623188408,0,0,0,0,0,0,0,0,0
BHX,469,Birmingham International Airport,Birmingham,united kingdom,EGBB,52.45389938,-1.748029947,327,0,E,Europe/London,airport,OurAirports,5.38,4,6.5,3,8,4.4,6,5,3.5,2.5,4,2,4.5,6.5,4.5,5.5,7.88,8,7.5,8,8.5,8.5,7.5,8.5,6.5,7.5,7.5,7.5,9,1074300,1,1,1,1,1,0,0.044513458,0.001077001,0.10804455160105098,0.035049991436986075,0.000603589,0.013975155279503106,0.030538302277432715,0,0,1,0,1,1,0,1,0
BIA,1321,Bastia-Poretta Airport,Bastia,france,LFKB,42.55270004272461,9.483730316,26,1,E,Europe/Paris,airport,OurAirports,5.63,6,6.5,3,7,5.7,6,6.5,6,4,5.5,4.5,6,6.5,6.5,5.5,6.83,6,7,8.5,7.5,6.5,7,5,8,8,5,6.5,7,48044,1,1,1,1,1,0,0.007246377,0.000233046,0.099832139,0.010090819910863478,0.000391424,0.004140787,0.00310559,0,0,0,0,0,0,0,0,0
BIO,1216,Bilbao Airport,Bilbao,spain,LEBB,43.30110168457031,-2.910609961,138,1,E,Europe/Madrid,airport,OurAirports,6.25,6,6.5,5,7.5,5.3,7,7,4,3.5,5,2,6.5,7,7,4,6.63,6,6,8,8,7,8,5.5,6.5,6,6.5,5,7,351629,1,1,1,1,1,0,0.019668737060041408,6.918459868071181e-05,0.10529268619492818,0.028276555174367987,0.000341016,0.007763975,0.011904761904761906,0,0,1,0,1,1,0,1,0
BRE,353,Bremen Airport,Bremen,germany,EDDW,53.04750061,8.786669731,14,1,E,Europe/Berlin,airport,OurAirports,5,5,6.5,2,6.5,4.8,5.5,7,6,1.5,3.5,2.5,4.5,6.5,5,6,7.67,7,7.5,8,8,7.5,7.5,9,6.5,7,8,8,8,547976,1,1,1,1,1,0,0.017598343685300208,4.1101866937769e-05,0.096693245,0.013330430478528369,0.000320837,0.00621118,0.011387163561076606,0,0,0,0,0,0,0,0,0
BRI,1501,Bari Karol Wojtyła Airport,Bari,italy,LIBD,41.138901,16.760599,177,1,E,Europe/Rome,airport,OurAirports,6.38,9,3,6.5,7,5.25,7,6.5,5.5,2.5,3.5,5.5,4.5,7.5,5,5,6.29,6.5,5,8.5,8,5,7.5,6.5,5.5,5,5.5,5.5,7,326799,1,1,1,1,1,0,0.021221532,4.1180701899757116e-05,0.1021782752985628,0.011352699152080765,0.000302216,0.005693582,0.015527950310559008,0,0,0,1,1,1,0,0,0
BUD,1489,Budapest Liszt Ferenc International Airport,Budapest,hungary,LHBP,47.42976,19.261093,495,1,E,Europe/Budapest,airport,OurAirports,4.25,1,4,7,5,4.75,6,6,3.5,3.5,4.5,3.5,4.5,5,5.5,5.5,5.08,4.5,3.5,5,5.5,5,6,7,5.5,4.5,4.5,6,4,1752286,1,1,1,1,1,0,0.037267080745341616,0.0002876,0.10390440191052862,0.021162998,0.000418899,0.014492753623188408,0.022774327,0,0,0,0,0,0,0,0,0
CAG,1519,Cagliari Elmas Airport,Cagliari,italy,LIEE,39.251499,9.05428,13,1,E,Europe/Rome,airport,OurAirports,6.38,9,3,6.5,7,5.25,7,6.5,5.5,2.5,3.5,5.5,4.5,7.5,5,5,6.29,6.5,5,8.5,8,5,7.5,6.5,5.5,5,5.5,5.5,7,154460,1,1,1,1,1,0,0.020186335403726708,0.000602003,0.097028081,0.009251931,0.000541267,0.006728778,0.013457556935817806,1,0,0,1,1,1,1,0,0
CDG,1382,Charles de Gaulle International Airport,Paris,france,LFPG,49.012798,2.55,392,1,E,Europe/Paris,airport,OurAirports,5.63,6,6.5,3,7,5.7,6,6.5,6,4,5.5,4.5,6,6.5,6.5,5.5,6.83,6,7,8.5,7.5,6.5,7,5,8,8,5,6.5,7,2244000,1,1,1,1,1,0,0.12008281573498966,0.021638487851273584,0.13442216601111567,0.062938492,0.001780843,0.048136646,0.07194617,3,4,3,8,12,1,1,1,1
CFU,1460,Ioannis Kapodistrias International Airport,Kerkyra/corfu,greece,LGKR,39.601898193359375,19.911699295043945,6,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,102071,1,1,1,1,1,0,0.014492753623188408,1.4780841309946435e-05,0.098390942,0.010731780367967243,0.000303545,0.00621118,0.008281573,0,0,0,0,0,0,0,0,0
CLY,1322,Calvi-Sainte-Catherine Airport,Calvi,france,LFKC,42.5244444,8.7930556,209,1,E,Europe/Paris,airport,OurAirports,5.63,6,6.5,3,7,5.7,6,6.5,6,4,5.5,4.5,6,6.5,6.5,5.5,6.83,6,7,8.5,7.5,6.5,7,5,8,8,5,6.5,7,5666,1,1,1,1,1,0,0.003623188,1.1522674764178152e-07,0.096916212,0.006439829,0.000364328,0.001552795,0.002070393,0,0,0,0,0,0,0,0,0
CTA,1509,Catania-Fontanarossa Airport,Catania,italy,LICC,37.466801,15.0664,39,1,E,Europe/Rome,airport,OurAirports,6.38,9,3,6.5,7,5.25,7,6.5,5.5,2.5,3.5,5.5,4.5,7.5,5,5,6.29,6.5,5,8.5,8,5,7.5,6.5,5.5,5,5.5,5.5,7,311584,1,1,1,1,1,0,0.024327122,0.000122114,0.10699023480562284,0.020984117976429354,0.000406791,0.012422360248447206,0.011904761904761906,0,0,0,1,1,1,0,0,0
DBV,1200,Dubrovnik Airport,Dubrovnik,croatia,LDDU,42.56140137,18.268199920654297,527,1,E,Europe/Zagreb,airport,OurAirports,5.38,4,6.5,6.5,4.5,4.75,4.5,6,3.5,5,2.5,4.5,5,5.5,5.5,5.5,5.58,5,5.5,6.5,6,5,6,6.5,6.5,4.5,5.5,5,5,42615,1,1,1,1,1,0,0.014492753623188408,8.495554098185818e-06,0.10433429186464749,0.013984367078598736,0.000306687,0.007246377,0.007246377,0,0,0,0,0,0,0,0,0
DUB,599,Dublin Airport,Dublin,ireland,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports,5.25,6,5.5,3,6.5,4.55,4.5,4,4,2,4,5,5.5,6.5,5,5,7.38,7,8,8,8,7,7,8,8,8,7,5.5,7,525383,1,1,1,1,1,0,0.076604555,0.002944961,0.11488655281861183,0.044667442982031555,0.000573072,0.023291925,0.053312629,0,0,1,2,2,1,0,1,0
EDI,535,Edinburgh Airport,Edinburgh,united kingdom,EGPH,55.95000076293945,-3.372499943,135,0,E,Europe/London,airport,OurAirports,5.38,4,6.5,3,8,4.4,6,5,3.5,2.5,4,2,4.5,6.5,4.5,5.5,7.88,8,7.5,8,8.5,8.5,7.5,8.5,6.5,7.5,7.5,7.5,9,495360,1,1,1,1,1,0,0.048654244,0.001520849,0.11055501246683604,0.046289492,0.000619131,0.017598343685300208,0.031055900621118016,0,0,0,0,0,0,0,0,0
FAO,1626,Faro Airport,Faro,portugal,LPFR,37.01440048,-7.965909958,24,0,E,Europe/Lisbon,airport,OurAirports,5,4.5,6,4.5,5,4.1,4.5,4,4,3.5,3.5,3,4.5,5,4.5,4.5,6.46,7,5.5,7.5,7,5.5,7.5,6,6.5,5.5,7,5.5,7,60974,1,1,1,1,1,0,0.031573499,0.000259536,0.1057785165423041,0.023818751799696312,0.000388984,0.010869565217391306,0.020703933747412008,0,0,0,0,0,0,0,0,0
FCO,1555,Leonardo da Vinci–Fiumicino Airport,Rome,italy,LIRF,41.8002778,12.2388889,13,1,E,Europe/Rome,airport,OurAirports,6.38,9,3,6.5,7,5.25,7,6.5,5.5,2.5,3.5,5.5,4.5,7.5,5,5,6.29,6.5,5,8.5,8,5,7.5,6.5,5.5,5,5.5,5.5,7,2645907,1,1,1,1,1,0,0.082298137,0.006004819,0.1306611313144316,0.060255848,0.00100236,0.036749482,0.045548654,0,2,0,1,2,1,0,0,1
HER,1452,Heraklion International Nikos Kazantzakis Airport,Heraklion,greece,LGIR,35.33969879,25.18029976,115,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,135761,1,1,1,1,1,0,0.027950310559006212,0.000151386,0.1087903293515328,0.021944604413447703,0.000445799,0.013457556935817806,0.014492753623188408,0,0,0,0,0,0,0,0,0
IBZ,1225,Ibiza Airport,Ibiza,spain,LEIB,38.8728981,1.3731199502899998,24,1,E,Europe/Madrid,airport,OurAirports,6.25,6,6.5,5,7.5,5.3,7,7,4,3.5,5,2,6.5,7,7,4,6.63,6,6,8,8,7,8,5.5,6.5,6,6.5,5,7,147914,1,1,1,1,1,0,0.030020703933747415,0.000392244,0.10860292137676701,0.045865297,0.000581646,0.013975155279503106,0.016045548654244308,0,0,0,0,0,0,0,0,0
JMK,1468,Mikonos Airport,Mykonos,greece,LGMK,37.43510055541992,25.348100662231445,405,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,10134,1,1,1,1,1,0,0.005693582,7.714568448152213e-07,0.093502404,0.004866553,0.000270637,0.00310559,0.002587992,0,0,0,0,0,0,0,0,0
JTR,1479,Santorini Airport,Thira,greece,LGSR,36.399200439453125,25.47929954528809,127,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,17430,1,1,1,1,1,0,0.004658385,2.9808368683020035e-07,0.09319142,0.004043929,0.000309626,0.002587992,0.002070393,0,0,0,0,0,0,0,0,0
KGS,1458,Kos Airport,Kos,greece,LGKO,36.79330062866211,27.091699600219727,412,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,1883018,1,1,1,1,1,0,0.009834369,3.861479051576306e-05,0.095629876,0.009154144,0.00030172,0.005693582,0.004140787,0,0,0,0,0,0,0,0,0
KLU,4322,Klagenfurt Airport,Klagenfurt,austria,LOWK,46.642502,14.3377,1472,1,E,Europe/Vienna,airport,OurAirports,4.13,2,4,4,6.5,3.95,4.5,5,6.5,2,2.5,2,4.5,3.5,4.5,4.5,7.42,7,6.5,7,8,8,8.5,8,6,7,8,8,7,94796,1,1,1,1,1,0,0.001552795,0,0.080208646,0.001307164,0.000256628,0.001035197,0.000517598,0,0,0,0,0,0,0,0,0
KVA,1462,Alexander the Great International Airport,Kavala,greece,LGKV,40.91329956054688,24.619199752807617,18,2,E,Europe/Athens,airport,OurAirports,5.75,3,6.5,7.5,6,4.1,5.5,7.5,3.5,2,2.5,3,6,3.5,5,2.5,5.25,5.5,5,6.5,6,4.5,5,5.5,5.5,5.5,4,5,5,70501,1,1,1,1,1,0,0.002070393,0,0.08879883,0.003230427,0.000263358,0.002070393,0,0,0,0,0,0,0,0,0,0
